Location_ID,Location_Name,Location_Type,City,State,Latitude,Longitude,Ownership_Type,Building_Age_Years,Last_Renovation_Years_Ago,Number_of_Floors,Ramp_Available,Elevator_Available,Wheelchair_Entrance,Braille_Signage,Audio_Announcements,Accessible_Washroom,Tactile_Path,Reserved_Parking,Door_Width_cm,Footpath_Condition,Lighting,Safety_Level,CCTV_Available,Staff_Trained_Accessibility,Multilingual_Signage,Public_Transport_Nearby,Parking_Available,Crowd_Level,Average_Waiting_Time,Daily_Footfall,Staff_Count,Budget_Allocated_Lakh_INR,Complaint_Resolution_Days,Accessibility_Complaints,User_Rating,Google_Maps_Rating,Last_Inspection_Months,Lift_Condition,Emergency_Exit_Accessibility,Accessibility_Score,Accessibility_Category,Improvement_Priority,Infrastructure_Score,Accessibility_Support_Score,Safety_Index,Facility_Score,Crowd_Risk,Complaint_Rate,Accessibility_Efficiency,DBSCAN_Cluster,GMM_Cluster
LOC0502,Chandigarh Public Garden,6,3,3,30.861072,76.718717,1,28,15.0,1,1,1,0,0,0,0,0,1,75.4,2,0,0,1,0,0,0,1,2,14.0,726,2.0,19.1,23.0,5,3.6,3.6,20.0,0,2,62.3,Average,Medium,3,0,1,1,28.0,0.0068775790921595,4.153333333333333,-1,3
LOC0503,Delhi Central Park,6,6,4,28.819172,76.99798,1,5,5.0,1,0,1,0,0,0,0,0,0,79.9,0,0,2,0,1,1,1,0,1,15.0,733,4.0,20.6,8.0,1,2.3,2.4,18.0,0,0,50.7,Poor,Medium,1,0,2,1,15.0,0.0013623978201634,3.16875,-1,1
LOC0504,Thiruvananthapuram International Airport,0,23,7,8.673977,76.887949,1,1,1.0,4,1,1,1,0,1,0,0,1,90.1,2,0,0,1,0,1,1,1,0,18.0,4760,24.0,228.6,5.0,2,3.2,3.0,5.0,0,1,79.9,Good,Medium,4,1,1,2,0.0,0.0004200798151648,4.205263157894737,-1,2
LOC0505,Chennai City Centre Mall,5,4,11,12.942537,80.286149,0,20,17.0,6,1,1,1,0,0,0,1,1,90.8,1,1,0,0,0,0,1,0,0,7.0,10772,45.0,132.6,13.0,1,3.1,3.3,9.0,1,1,94.9,Excellent,Low,4,1,1,1,0.0,9.2824654228163e-05,11.8625,-1,2
LOC0506,Pune Botanical Garden,8,20,9,18.541847,73.722435,1,23,9.0,1,0,0,1,0,0,1,0,0,89.0,1,0,1,1,0,0,1,1,1,7.0,764,2.0,18.8,12.0,5,2.6,2.6,19.0,1,0,46.1,Poor,High,2,0,2,2,7.0,0.0065359477124183,5.7625,-1,3
LOC0507,Chennai Lake View Point,8,4,11,12.982036,80.226496,1,121,20.0,1,1,0,0,0,1,0,0,0,85.9,2,2,2,1,0,0,1,0,0,9.0,2017,4.0,30.9,20.0,10,1.9,1.7,16.0,1,0,13.8,Poor,High,1,1,5,1,0.0,0.0049554013875123,1.38,-1,3
LOC0508,Bhopal Lake View Point,8,2,8,23.181106,77.450781,1,133,34.0,1,0,1,0,0,0,0,0,0,73.5,2,2,2,1,1,1,1,0,1,19.0,1123,2.0,21.0,21.0,5,2.1,2.4,9.0,2,2,27.8,Poor,High,1,0,5,1,19.0,0.0044483985765124,1.39,-1,3
LOC0509,Nagpur Public Garden,6,17,9,21.018951,79.090205,1,35,5.0,1,0,0,0,0,0,0,0,1,73.0,0,0,2,1,0,0,0,1,1,12.0,1336,7.0,16.2,20.0,4,2.5,2.8,0.0,1,1,41.6,Poor,High,1,0,3,1,12.0,0.0029917726252804,3.2,-1,3
LOC0510,Udaipur Temple Complex,8,24,10,24.553359,73.735764,1,99,28.0,1,0,1,0,0,0,0,0,1,73.3,2,0,2,0,0,0,0,0,1,9.0,2534,10.0,29.2,16.0,5,1.1,1.1,14.0,1,2,34.8,Poor,High,2,0,2,0,9.0,0.0019723865877712,3.4799999999999995,-1,3
LOC0511,Mysuru City Park,6,16,6,12.395912,76.590151,1,50,20.0,1,0,0,1,0,0,0,1,0,92.0,1,1,1,1,0,1,0,1,2,9.0,348,2.0,20.4,15.0,6,2.4,2.5,23.0,1,0,46.2,Poor,High,1,1,3,1,18.0,0.0171919770773638,4.62,-1,3
LOC0512,Thane Airport Terminal,0,22,9,19.105463,72.992142,1,6,6.0,6,1,1,1,1,0,0,0,1,99.5,1,0,1,1,0,1,0,0,0,37.0,7624,37.0,190.8,9.0,0,5.0,4.8,9.0,0,2,91.3,Excellent,Medium,4,1,2,0,0.0,0.0,2.402631578947368,-1,2
LOC0513,Chennai City Centre Mall,5,4,11,13.185585,80.165895,1,12,2.0,5,1,0,0,1,0,1,1,1,88.5,1,1,2,1,0,0,0,0,0,27.0,4992,14.0,94.8,13.0,4,3.5,3.5,1.0,1,2,85.1,Good,Medium,3,2,4,0,0.0,0.0008011215701982,3.039285714285714,-1,0
LOC0514,Kolkata District Office,3,13,14,22.458125,88.359116,1,66,30.0,1,0,0,1,1,1,0,1,1,77.6,0,0,1,1,0,0,1,1,2,23.0,2480,11.0,36.8,17.0,10,2.9,3.0,13.0,1,2,52.3,Poor,High,2,3,2,2,46.0,0.004030632809351,2.1791666666666667,-1,1
LOC0515,Chandigarh Municipal Office,3,3,3,30.715173,76.641993,1,13,12.0,3,1,0,1,0,0,0,0,1,90.5,2,1,2,1,0,0,0,0,2,18.0,3951,20.0,32.1,18.0,2,2.4,2.3,18.0,1,0,50.0,Poor,High,3,0,4,0,36.0,0.0005060728744939,2.631578947368421,-1,1
LOC0516,Pune Tehsil Office,3,20,9,18.617078,73.840242,1,17,17.0,3,0,1,0,0,0,0,0,1,81.6,1,2,0,1,0,0,0,1,0,11.0,3030,4.0,37.9,16.0,5,3.2,3.0,23.0,1,1,57.7,Average,Medium,2,0,3,1,0.0,0.0016496205872649,4.808333333333334,-1,1
LOC0517,Lucknow College of Engineering,2,14,13,26.901328,81.045482,1,32,14.0,1,1,1,0,0,0,0,0,0,85.2,2,1,1,1,0,0,1,1,0,17.0,1714,2.0,49.9,15.0,5,3.5,3.2,5.0,1,2,53.6,Poor,High,2,0,3,2,0.0,0.0029154518950437,2.977777777777778,-1,1
LOC0518,Hyderabad Public Garden,6,8,12,17.326828,78.547889,1,22,14.0,1,1,1,1,0,1,1,0,1,90.7,1,0,2,1,0,1,1,1,0,13.0,954,6.0,14.1,22.0,9,4.1,4.1,5.0,0,2,91.6,Excellent,Medium,5,1,3,2,0.0,0.0094240837696335,6.542857142857143,-1,1
LOC0519,Udaipur Shopping Mall,5,24,10,24.444935,73.820016,0,15,5.0,3,0,1,1,1,1,1,1,0,87.8,2,0,1,1,1,0,1,1,2,17.0,11828,47.0,198.0,12.0,1,2.7,2.4,16.0,0,2,69.8,Average,Medium,3,3,2,2,34.0,8.453799983092401e-05,3.8777777777777778,-1,2
LOC0520,Mumbai Multispeciality Hospital,4,15,9,19.215381,72.787986,1,41,20.0,2,1,1,1,1,1,0,0,1,101.0,1,0,2,1,1,1,0,0,2,23.0,1966,14.0,88.7,10.0,1,2.2,2.0,22.0,0,2,94.8,Excellent,Low,4,2,3,0,46.0,0.0005083884087442,3.95,-1,1
LOC0521,Patna Airport Terminal,0,19,2,25.676584,85.14285,1,19,3.0,4,1,1,1,0,0,1,0,0,96.9,0,2,2,1,0,0,1,1,2,9.0,4327,24.0,126.6,11.0,1,3.9,4.4,23.0,0,1,71.1,Average,Medium,4,0,5,2,18.0,0.0002310536044362,7.109999999999999,-1,2
LOC0522,Jaipur Botanical Garden,8,10,10,26.944013,75.813822,1,42,10.0,1,1,0,1,1,0,0,0,0,96.2,2,0,1,1,0,1,0,1,2,9.0,2557,11.0,18.2,12.0,2,2.2,2.6,5.0,1,0,44.7,Poor,High,2,1,2,1,18.0,0.0007818608287724,4.470000000000001,-1,1
LOC0523,Pune Medical Center,4,20,9,18.403593,73.929694,0,40,9.0,4,1,0,1,0,1,0,0,1,102.8,0,1,2,1,0,0,0,1,0,12.0,3427,18.0,107.0,15.0,8,3.2,3.5,6.0,1,2,67.9,Average,High,3,1,4,1,0.0,0.0023337222870478,5.223076923076923,-1,0
LOC0524,Mumbai City Bus Stop,1,15,9,19.017736,72.828614,1,12,12.0,1,0,1,1,0,1,0,0,0,89.2,1,0,1,0,0,0,1,0,2,9.0,1732,14.0,14.4,9.0,4,2.3,2.5,13.0,2,2,56.8,Average,Medium,2,1,1,1,18.0,0.0023081361800346,5.68,-1,1
LOC0525,Patna Heritage Fort,8,19,2,25.728772,85.144373,1,86,15.0,1,1,0,0,0,0,0,0,0,78.0,1,1,0,0,0,0,1,0,0,3.0,2765,11.0,23.5,24.0,12,2.1,2.0,17.0,1,1,46.3,Poor,High,1,0,1,1,0.0,0.0043383947939262,11.575,-1,3
LOC0526,Mumbai College of Engineering,2,15,9,19.08112,72.994376,1,41,9.0,2,0,1,0,1,1,1,0,0,72.3,2,0,1,1,0,0,0,1,1,13.0,1619,11.0,27.4,11.0,4,1.8,2.0,14.0,2,1,40.3,Poor,High,2,2,2,1,13.0,0.0024691358024691,2.878571428571429,-1,1
LOC0527,Mysuru Central Park,6,16,6,12.169066,76.744533,0,49,15.0,1,1,0,0,0,0,1,0,1,79.0,2,0,1,0,0,1,1,0,1,19.0,634,6.0,17.5,12.0,2,3.6,3.7,17.0,1,2,48.4,Poor,High,3,0,1,1,19.0,0.0031496062992125,2.42,-1,0
LOC0528,Bengaluru Grand Mall,5,1,6,12.907754,77.725131,0,16,16.0,5,1,1,0,1,1,1,1,1,83.1,1,0,0,1,0,0,1,1,2,13.0,6056,25.0,142.9,11.0,0,3.5,3.9,21.0,0,1,100.0,Excellent,Low,4,3,1,2,26.0,0.0,7.142857142857143,-1,2
LOC0529,Mumbai Medical Center,4,15,9,19.180541,72.855721,1,50,15.0,3,1,0,1,0,1,1,1,1,85.4,0,0,1,1,0,0,0,1,0,21.0,569,2.0,86.3,15.0,8,2.7,2.6,14.0,1,2,57.4,Average,High,4,2,2,1,0.0,0.0140350877192982,2.609090909090909,-1,1
LOC0530,Visakhapatnam Central Station,7,25,0,17.658502,83.256644,1,82,31.0,1,0,0,0,0,1,0,0,0,76.0,2,1,1,0,1,0,1,0,2,11.0,9957,42.0,67.3,22.0,9,1.8,1.9,15.0,1,1,19.8,Poor,High,0,1,2,1,22.0,0.0009037959429604,1.65,-1,1
LOC0531,Lucknow City Park,6,14,13,26.939867,80.872213,0,26,10.0,1,1,0,0,0,1,1,1,0,81.0,2,1,1,0,1,0,1,1,0,12.0,507,2.0,19.9,16.0,3,3.1,3.0,10.0,1,2,55.7,Average,High,2,2,2,2,0.0,0.0059055118110236,4.2846153846153845,-1,0
LOC0532,Visakhapatnam Central Station,7,25,0,17.643869,83.329724,1,60,15.0,2,0,0,1,0,1,1,0,0,83.0,2,1,2,0,0,0,1,1,2,37.0,11254,49.0,51.3,18.0,4,2.6,2.9,15.0,1,1,45.2,Poor,High,2,1,3,2,74.0,0.0003553976010661,1.1894736842105265,-1,1
LOC0533,Nashik International Airport,0,18,9,19.963825,73.912786,1,3,3.0,5,1,1,1,0,0,1,0,1,97.3,1,1,2,1,1,1,0,0,0,8.0,17821,75.0,147.4,7.0,5,3.9,3.9,22.0,1,2,98.6,Excellent,Medium,5,0,4,0,0.0,0.0002805521265851,10.955555555555556,-1,2
LOC0534,Delhi Bus Stand,1,6,4,28.673594,76.992683,0,25,15.0,1,1,1,0,1,0,0,0,0,85.0,2,0,2,0,0,0,1,0,2,23.0,952,2.0,13.5,22.0,4,3.3,3.6,23.0,2,2,54.2,Poor,High,2,1,2,1,46.0,0.0041972717733473,2.2583333333333333,-1,0
LOC0535,Jaipur Railway Station,7,10,10,26.839854,75.675893,1,35,19.0,2,0,0,0,0,0,0,0,0,73.0,0,0,1,1,0,0,0,0,1,28.0,5647,21.0,68.1,5.0,5,2.4,2.2,5.0,1,0,23.6,Poor,High,0,0,2,0,28.0,0.000885269121813,0.8137931034482759,-1,1
LOC0536,Bengaluru Junction,7,1,6,12.973067,77.528416,1,34,5.0,2,0,0,0,1,0,1,0,0,81.5,0,2,1,0,0,0,1,1,2,38.0,9205,30.0,69.9,14.0,4,3.3,3.2,4.0,1,1,37.9,Poor,High,1,1,3,2,76.0,0.0004344992396263,0.9717948717948718,-1,1
LOC0537,Guwahati Lake View Point,8,7,1,26.137609,91.643153,0,42,10.0,1,1,0,0,0,0,0,0,0,75.3,0,0,1,0,0,0,1,1,1,8.0,2617,11.0,28.0,15.0,5,2.3,2.4,23.0,1,0,31.4,Poor,High,1,0,1,2,8.0,0.0019098548510313,3.488888888888889,-1,3
LOC0538,Visakhapatnam City Bus Stop,1,25,0,17.811585,83.079112,1,38,15.0,1,1,0,0,1,0,1,0,0,89.5,0,2,1,1,0,1,0,0,2,17.0,495,5.0,12.5,20.0,4,2.4,2.1,23.0,1,2,44.6,Poor,High,2,1,4,0,34.0,0.0080645161290322,2.477777777777778,-1,1
LOC0539,Visakhapatnam District Office,3,25,0,17.662063,83.359168,0,80,31.0,3,0,0,0,1,0,1,0,0,75.8,1,1,1,0,1,1,1,0,1,28.0,4786,22.0,54.1,15.0,1,3.0,3.1,7.0,1,2,63.7,Average,Medium,1,1,2,1,28.0,0.0002088991017338,2.1965517241379318,-1,0
LOC0540,Indore International Airport,0,9,8,22.625598,75.840161,1,7,7.0,5,1,1,1,0,1,1,1,1,105.2,2,0,2,1,0,1,0,1,0,27.0,9237,34.0,196.5,12.0,2,3.8,3.4,23.0,0,2,82.9,Good,Medium,5,2,3,1,0.0,0.0002164970772894,2.960714285714286,-1,2
LOC0541,Thane Institute of Technology,2,22,9,19.366581,72.943387,0,31,20.0,3,1,1,1,0,0,0,0,0,94.9,0,1,2,1,1,1,0,1,0,5.0,651,8.0,54.7,17.0,5,4.0,4.3,5.0,1,2,82.9,Good,Medium,3,0,4,1,0.0,0.0076687116564417,13.816666666666668,-1,0
LOC0542,Lucknow Medical Center,4,14,13,26.967178,80.842919,0,3,3.0,4,1,1,1,1,0,0,0,0,100.7,1,0,2,1,1,0,0,1,2,28.0,1584,11.0,105.5,10.0,1,3.9,4.1,10.0,1,2,100.0,Excellent,Low,3,1,3,1,56.0,0.0006309148264984,3.4482758620689653,-1,2
LOC0543,Kanpur Museum,8,11,13,26.457045,80.197639,1,126,22.0,1,0,0,0,0,0,0,0,0,74.4,2,2,0,1,0,0,1,1,0,19.0,1090,2.0,25.5,24.0,10,2.1,2.4,8.0,1,1,12.5,Poor,High,0,0,3,2,0.0,0.0091659028414298,0.625,-1,3
LOC0544,Thane Junction,7,22,9,19.153292,72.945117,1,26,16.0,2,0,0,1,0,1,0,0,1,83.8,0,0,0,1,1,0,1,0,1,23.0,10085,36.0,101.4,12.0,5,2.3,2.1,6.0,1,0,56.4,Average,Medium,2,1,1,1,23.0,0.0004957366646837,2.35,-1,1
LOC0545,Bengaluru Railway Station,7,1,6,12.961966,77.456699,1,86,14.0,3,1,0,0,0,0,0,0,1,72.6,0,0,2,1,0,0,1,0,0,20.0,14841,62.0,107.1,16.0,6,1.9,1.5,2.0,1,1,38.0,Poor,High,2,0,3,1,0.0,0.0004042581862282,1.809523809523809,-1,1
LOC0546,Nagpur Shopping Mall,5,17,9,21.029201,79.234441,1,18,14.0,4,1,1,1,0,1,0,0,1,101.8,1,2,0,1,0,1,1,1,2,42.0,4639,9.0,71.4,13.0,2,3.0,3.3,19.0,1,2,92.5,Excellent,Low,4,1,3,2,84.0,0.0004310344827586,2.1511627906976742,-1,0
LOC0547,Nagpur Green Park,6,17,9,21.208219,79.02835,1,28,20.0,1,1,0,1,0,1,0,0,0,92.1,1,2,1,0,1,1,0,1,1,10.0,723,5.0,10.5,16.0,6,2.7,2.8,1.0,1,0,52.2,Poor,High,2,1,3,1,10.0,0.0082872928176795,4.745454545454546,-1,1
LOC0548,Jaipur Heritage Fort,8,10,10,26.852184,75.77004,1,183,46.0,1,0,0,0,1,1,0,0,0,66.0,0,2,2,0,0,0,1,1,1,21.0,1090,8.0,21.5,21.0,6,1.0,1.0,11.0,1,1,28.4,Poor,High,0,2,4,2,21.0,0.0054995417048579,1.2909090909090908,-1,3
LOC0549,Bhopal Airport Terminal,0,2,8,23.263494,77.419339,0,18,8.0,5,1,1,1,0,1,1,1,1,87.1,0,1,1,1,0,0,1,1,2,22.0,11949,45.0,286.3,1.0,0,2.6,2.3,1.0,2,2,83.9,Good,Medium,5,2,3,2,44.0,0.0,3.6478260869565218,-1,2
LOC0550,Pune City Park,6,20,9,18.383263,73.823806,1,20,20.0,1,1,1,1,1,0,0,0,1,99.0,0,1,1,1,1,0,0,1,1,4.0,2933,7.0,23.2,17.0,4,2.0,2.1,13.0,1,1,79.0,Good,Medium,4,1,3,1,4.0,0.0013633265167007,15.8,-1,0
LOC0551,Surat Medical Center,4,21,5,21.076782,72.97145,0,18,7.0,7,1,0,1,0,0,0,0,1,93.7,2,0,2,1,1,0,1,1,0,17.0,2475,14.0,159.4,6.0,3,3.4,3.8,19.0,1,2,62.4,Average,Medium,3,0,3,2,0.0,0.0012116316639741,3.466666666666667,-1,0
LOC0552,Thane International Airport,0,22,9,19.0834,72.88662,0,22,18.0,6,0,1,1,1,1,1,0,1,97.0,0,0,0,1,0,0,1,0,0,39.0,12570,55.0,260.7,1.0,2,3.0,3.4,0.0,2,2,86.8,Good,Low,4,2,1,1,0.0,0.0001590963328295,2.17,-1,2
LOC0553,Delhi Public Garden,6,6,4,28.842152,77.223707,1,32,19.0,1,0,0,0,0,0,0,1,0,71.7,2,0,2,1,1,0,0,1,2,3.0,2376,6.0,24.9,10.0,5,2.0,2.0,1.0,1,1,35.0,Poor,High,0,1,3,1,6.0,0.0021034917963819,8.75,-1,1
LOC0554,Kanpur Government College,2,11,13,26.525326,80.327989,1,63,16.0,3,1,0,0,0,1,1,1,0,86.4,2,0,2,0,0,1,1,0,2,33.0,2173,5.0,41.3,20.0,2,2.8,3.0,7.0,1,2,56.1,Average,Medium,2,2,2,1,66.0,0.0009199632014719,1.65,-1,1
LOC0555,Ahmedabad Degree College,2,0,5,23.094889,72.482563,0,57,17.0,3,0,1,1,1,0,1,1,0,83.1,2,1,2,1,1,0,1,1,1,36.0,939,11.0,52.5,13.0,3,2.4,2.5,15.0,1,0,66.5,Average,Medium,3,2,4,2,36.0,0.0031914893617021,1.7972972972972974,-1,0
LOC0556,Thane Railway Station,7,22,9,19.143714,72.930797,1,16,16.0,3,1,0,0,0,1,0,0,0,79.9,2,0,0,0,1,0,1,1,2,5.0,18807,74.0,114.2,9.0,5,2.4,2.3,21.0,1,0,46.3,Poor,High,1,1,0,2,10.0,0.0002658443215652,7.716666666666666,-1,1
LOC0557,Bhopal Domestic Airport,0,2,8,23.246286,77.284636,1,29,8.0,6,0,0,0,0,1,1,0,1,80.9,1,0,2,0,0,0,1,1,2,23.0,15978,76.0,143.0,9.0,2,3.5,3.7,1.0,1,1,65.8,Average,Medium,2,1,2,2,46.0,0.000125164278115,2.7416666666666667,-1,2
LOC0558,Visakhapatnam Airport Terminal,0,25,0,17.768566,83.074666,1,28,19.0,5,1,1,1,1,1,0,1,1,96.3,1,0,2,1,0,0,1,1,0,15.0,10518,48.0,217.8,4.0,1,3.5,3.3,9.0,1,2,100.0,Excellent,Medium,4,3,3,2,0.0,9.50660709192889e-05,6.25,-1,2
LOC0559,Kanpur Tehsil Office,3,11,13,26.514587,80.437437,1,52,8.0,2,1,0,0,0,0,0,1,0,87.9,2,0,2,1,0,0,1,1,1,19.0,3004,13.0,33.1,17.0,3,2.7,3.0,3.0,1,0,42.0,Poor,High,1,1,3,2,19.0,0.0009983361064891,2.1,-1,1
LOC0560,Kanpur City Centre Mall,5,11,13,26.464777,80.341966,0,2,0.0,7,1,1,1,1,1,0,1,1,90.3,2,0,2,0,0,0,1,0,0,16.0,4739,26.0,135.5,2.0,2,3.3,3.6,15.0,1,2,86.1,Good,Medium,4,3,2,1,0.0,0.00042194092827,5.064705882352941,-1,2
LOC0561,Surat College of Engineering,2,21,5,21.210562,72.972048,1,55,25.0,3,1,0,1,1,1,0,1,0,98.3,1,0,1,1,0,1,0,1,0,12.0,2010,7.0,33.2,20.0,7,2.4,2.2,3.0,1,0,60.2,Average,High,2,3,2,1,0.0,0.0034808552958727,4.630769230769231,-1,1
LOC0562,Kochi Degree College,2,12,7,9.860425,76.321862,1,45,11.0,3,0,1,0,0,0,0,0,1,75.4,0,1,0,1,1,0,1,1,2,14.0,663,2.0,44.5,19.0,3,3.7,4.0,12.0,1,2,75.0,Good,Low,2,0,2,2,28.0,0.0045180722891566,5.0,-1,1
LOC0563,Guwahati Airport Terminal,0,7,1,26.192348,91.823936,0,23,12.0,7,1,1,1,0,1,1,0,1,96.4,1,0,0,1,1,1,0,0,0,6.0,18455,82.0,227.7,9.0,7,4.0,4.1,20.0,1,2,100.0,Excellent,Medium,5,1,1,0,0.0,0.0003792804508019,14.285714285714286,-1,2
LOC0564,Indore Heritage Fort,8,9,8,22.772391,75.942432,1,137,27.0,1,1,0,0,1,0,1,0,1,77.1,0,0,1,1,0,0,1,1,2,9.0,1021,5.0,27.5,11.0,7,3.0,2.7,20.0,1,0,43.8,Poor,High,3,1,2,2,18.0,0.0068493150684931,4.38,-1,3
LOC0565,Delhi Domestic Airport,0,6,4,28.702682,77.184222,0,2,2.0,4,1,1,1,0,1,1,1,0,90.0,0,2,2,1,1,1,1,1,2,15.0,3461,20.0,133.2,11.0,3,2.6,2.2,20.0,0,2,84.1,Good,Medium,4,2,5,2,30.0,0.0008665511265164,5.25625,-1,2
LOC0566,Udaipur Railway Station,7,24,10,24.453866,73.678758,1,19,5.0,2,1,1,0,0,1,1,1,0,86.3,2,1,1,1,0,1,1,0,2,19.0,16964,68.0,117.7,10.0,2,4.1,3.6,17.0,2,1,62.9,Average,Medium,3,2,3,1,38.0,0.0001178897730621,3.145,-1,1
LOC0567,Chennai City Bus Stop,1,4,11,13.115564,80.187404,1,26,23.0,1,0,0,0,0,0,0,0,0,76.2,0,0,2,1,1,0,0,1,0,15.0,978,2.0,11.3,19.0,7,2.0,2.1,18.0,1,0,28.0,Poor,High,0,0,3,1,0.0,0.0071501532175689,1.75,-1,1
LOC0568,Surat Central Station,7,21,5,21.279121,72.929895,1,34,24.0,3,0,0,1,0,0,1,1,0,76.3,0,0,2,0,0,0,1,1,0,44.0,10527,45.0,82.7,11.0,3,2.8,2.7,10.0,1,1,51.8,Poor,High,2,1,2,2,0.0,0.0002849544072948,1.151111111111111,-1,1
LOC0569,Nagpur Shopping Mall,5,17,9,21.254332,79.079745,0,10,10.0,5,1,1,1,1,0,1,1,1,94.1,1,0,0,0,0,0,1,1,0,33.0,16829,63.0,150.6,8.0,1,4.4,4.3,3.0,0,1,100.0,Excellent,Low,5,2,0,2,0.0,5.941770647653e-05,2.9411764705882355,-1,2
LOC0570,Bengaluru Airport Terminal,0,1,6,13.001932,77.673895,1,20,3.0,5,1,1,0,0,1,1,1,1,86.7,1,1,2,0,0,0,1,0,2,18.0,6555,33.0,123.5,9.0,1,3.8,3.9,14.0,2,2,90.9,Excellent,Low,4,2,3,1,36.0,0.0001525320317266,4.78421052631579,-1,2
LOC0571,Ahmedabad Institute of Technology,2,0,5,23.027557,72.65512,1,59,23.0,1,0,1,0,0,0,0,1,0,71.7,0,1,2,1,0,1,1,1,2,22.0,3132,12.0,60.2,22.0,4,2.2,2.0,2.0,0,1,53.0,Poor,High,1,1,4,2,44.0,0.0012767315671879,2.3043478260869565,-1,1
LOC0572,Jaipur Public Garden,6,10,10,26.770125,75.645562,1,43,24.0,1,0,0,0,0,0,0,0,0,81.6,0,2,2,1,0,1,1,0,1,4.0,2482,6.0,24.6,6.0,5,2.0,2.0,5.0,1,1,33.5,Poor,High,0,0,5,1,4.0,0.0020136931131695,6.7,-1,1
LOC0573,Indore Airport Terminal,0,9,8,22.607947,75.793229,1,6,6.0,7,1,1,1,1,1,1,1,1,108.4,2,0,2,1,0,0,1,1,2,37.0,14387,61.0,168.9,11.0,0,4.6,5.0,13.0,1,1,97.7,Excellent,Medium,5,3,3,2,74.0,0.0,2.5710526315789477,-1,2
LOC0574,Jaipur Degree College,2,10,10,26.866588,75.928479,0,17,15.0,3,1,1,0,1,0,1,0,0,80.6,0,0,0,1,0,1,0,0,2,35.0,4216,16.0,46.6,12.0,1,2.8,2.8,3.0,1,2,88.3,Good,Low,3,1,1,0,70.0,0.0002371354043158,2.452777777777777,-1,0
LOC0575,Bhopal Degree College,2,2,8,23.383551,77.376078,0,23,13.0,3,1,0,1,1,0,0,0,0,97.7,0,0,2,0,0,0,0,1,2,7.0,4689,22.0,61.7,19.0,2,2.2,2.1,0.0,1,2,68.6,Average,Medium,2,1,2,1,14.0,0.0004264392324093,8.575,-1,0
LOC0576,Udaipur Shopping Mall,5,24,10,24.565809,73.789084,0,5,5.0,5,1,1,1,1,1,1,1,1,93.6,1,1,2,1,1,1,1,0,0,32.0,12472,51.0,180.6,7.0,3,3.2,3.1,20.0,1,2,100.0,Excellent,Medium,5,3,4,1,0.0,0.0002405195221678,3.0303030303030303,-1,2
LOC0577,Guwahati International Airport,0,7,1,26.190695,91.718213,0,27,16.0,6,1,1,1,0,0,1,0,0,89.7,1,0,0,1,0,1,1,1,2,10.0,4075,21.0,190.3,9.0,1,3.5,3.4,7.0,0,2,95.4,Excellent,Low,4,0,1,2,20.0,0.0002453385672227,8.672727272727274,-1,2
LOC0578,Kolkata City Park,6,13,14,22.593863,88.331177,1,13,9.0,1,1,0,0,1,0,1,0,0,93.0,0,1,2,0,0,0,0,1,1,14.0,2018,8.0,22.1,23.0,3,2.0,1.9,1.0,1,0,63.3,Average,Medium,2,1,3,1,14.0,0.0014858841010401,4.22,-1,1
LOC0579,Mumbai Lake View Point,8,15,9,19.086832,72.802023,0,114,22.0,1,0,0,0,0,0,0,0,0,74.0,2,2,2,1,0,0,0,0,1,9.0,1070,7.0,25.4,21.0,9,2.8,2.8,13.0,1,0,5.1,Poor,High,0,0,5,0,9.0,0.0084033613445378,0.51,-1,3
LOC0580,Coimbatore Government College,2,5,11,11.019575,76.908912,1,53,20.0,3,0,1,1,1,1,1,0,0,83.9,1,0,1,1,1,0,0,1,1,25.0,3532,11.0,56.1,13.0,0,3.1,2.8,5.0,0,2,82.3,Good,Medium,3,2,2,1,25.0,0.0,3.1653846153846152,-1,1
LOC0581,Visakhapatnam Heritage Fort,8,25,0,17.621241,83.225767,1,32,24.0,1,1,0,0,0,0,1,0,0,91.0,0,0,1,0,0,0,1,1,1,10.0,2513,10.0,17.6,17.0,4,3.9,3.7,4.0,1,0,49.5,Poor,High,2,0,1,2,10.0,0.0015910898965791,4.5,-1,1
LOC0582,Coimbatore Medical Center,4,5,11,11.115062,77.049199,1,39,17.0,7,1,1,0,1,0,1,0,0,84.9,1,1,2,1,1,1,0,1,2,35.0,2513,14.0,62.0,14.0,4,4.1,4.5,20.0,0,1,88.5,Good,Medium,3,1,4,1,70.0,0.0015910898965791,2.458333333333333,-1,0
LOC0583,Jaipur General Hospital,4,10,10,26.95467,75.911641,1,40,15.0,2,1,1,1,1,1,0,0,0,94.8,0,0,0,1,0,0,0,1,2,34.0,4051,20.0,84.1,13.0,2,2.0,2.1,6.0,0,2,87.5,Good,Low,3,2,1,1,68.0,0.0004935834155972,2.5,-1,1
LOC0584,Guwahati Collectorate Office,3,7,1,26.082767,91.743582,1,70,20.0,2,0,1,0,0,0,1,0,1,71.2,0,2,0,0,0,0,1,1,1,22.0,2664,3.0,36.4,13.0,5,2.8,2.7,10.0,1,1,52.6,Poor,High,3,0,2,2,22.0,0.0018761726078799,2.2869565217391306,-1,1
