Location_ID,Location_Name,Location_Type,City,State,Latitude,Longitude,Ownership_Type,Building_Age_Years,Last_Renovation_Years_Ago,Number_of_Floors,Ramp_Available,Elevator_Available,Wheelchair_Entrance,Braille_Signage,Audio_Announcements,Accessible_Washroom,Tactile_Path,Reserved_Parking,Door_Width_cm,Footpath_Condition,Lighting,Safety_Level,CCTV_Available,Staff_Trained_Accessibility,Multilingual_Signage,Public_Transport_Nearby,Parking_Available,Crowd_Level,Average_Waiting_Time,Daily_Footfall,Staff_Count,Budget_Allocated_Lakh_INR,Complaint_Resolution_Days,Accessibility_Complaints,User_Rating,Google_Maps_Rating,Last_Inspection_Months,Lift_Condition,Emergency_Exit_Accessibility,Accessibility_Score,Accessibility_Category,Improvement_Priority
LOC0208,Kochi General Hospital,4,12,7,10.075202,76.411508,0,14,14.0,3,1,1,1,0,0,1,0,1,100.4,0,0,2,0,1,1,0,1,0,34.0,4782,25.0,141.0,7.0,3,3.2,3.3,7.0,1,2,86.8,Good,Medium
LOC0209,Thane Plaza Mall,5,22,9,19.142792,72.87929,0,19,17.0,7,1,0,1,1,0,1,0,1,93.0,0,1,0,0,0,0,1,0,0,33.0,16961,69.0,203.5,14.0,6,4.0,3.5,23.0,1,1,79.4,Good,Medium
LOC0210,Surat Medical Center,4,21,5,21.123554,72.974081,0,41,16.0,3,1,1,0,0,1,1,0,0,91.8,1,0,0,1,1,1,1,1,0,17.0,581,11.0,114.8,7.0,1,3.5,3.8,4.0,2,2,93.9,Excellent,Low
LOC0211,Kochi Medical Center,4,12,7,9.970969,76.322914,0,36,13.0,5,1,1,1,1,1,1,0,0,100.7,0,0,1,1,0,1,0,0,1,18.0,1132,13.0,125.3,14.0,2,2.5,2.7,19.0,0,1,76.2,Good,Medium
LOC0212,Nagpur Railway Station,7,17,9,21.072228,79.044228,1,33,5.0,3,0,0,0,0,0,0,0,1,77.8,2,2,2,1,1,1,1,1,0,26.0,5241,23.0,64.0,14.0,5,3.1,3.4,4.0,1,0,25.1,Poor,High
LOC0213,Pune Domestic Airport,0,20,9,18.515351,73.744387,0,15,4.0,5,1,1,1,1,1,1,0,1,106.5,2,1,1,0,0,0,1,0,1,31.0,18894,80.0,208.8,4.0,3,3.7,4.1,19.0,0,2,83.4,Good,Medium
LOC0214,Kolkata Grand Mall,5,13,14,22.580622,88.505725,0,10,10.0,5,1,1,1,1,0,0,0,1,105.0,1,1,2,1,0,0,0,1,0,23.0,13557,60.0,166.4,14.0,5,3.3,3.2,5.0,0,0,84.2,Good,Medium
LOC0215,Bengaluru District Office,3,1,6,12.844877,77.672455,1,73,13.0,2,0,1,0,0,1,0,0,0,72.2,0,2,0,0,0,0,0,1,1,8.0,2405,13.0,36.1,19.0,3,3.0,3.1,11.0,2,0,35.0,Poor,Medium
LOC0216,Chennai College of Engineering,2,4,11,12.947837,80.302371,1,64,19.0,3,0,0,0,1,0,0,0,0,72.0,0,1,2,1,0,0,1,1,0,15.0,2881,12.0,34.4,23.0,10,2.9,2.6,23.0,1,0,30.0,Poor,High
LOC0217,Coimbatore Central Park,6,5,11,11.087583,76.918637,0,5,5.0,1,1,1,1,0,0,0,0,1,94.9,2,1,2,0,0,1,0,1,1,24.0,2154,3.0,24.1,13.0,2,3.5,3.2,15.0,2,2,73.2,Average,Medium
LOC0218,Patna Grand Mall,5,19,2,25.641348,85.035079,0,21,10.0,6,1,1,1,1,0,1,1,0,101.1,1,1,0,1,0,0,0,0,2,25.0,14470,59.0,186.8,8.0,1,3.1,2.9,14.0,2,2,100.0,Excellent,Low
LOC0219,Lucknow City Centre Mall,5,14,13,26.73458,80.864853,0,3,3.0,7,0,1,0,1,1,1,1,0,84.9,1,1,0,1,1,1,1,1,2,38.0,6612,18.0,151.6,9.0,0,2.8,3.0,10.0,1,1,100.0,Excellent,Low
LOC0220,Lucknow College of Engineering,2,14,13,26.992018,80.947609,1,66,13.0,3,0,0,0,0,0,1,0,0,68.0,1,0,2,0,0,0,1,1,1,10.0,818,2.0,38.8,9.0,3,2.7,2.9,7.0,1,1,50.4,Poor,Medium
LOC0221,Udaipur Airport Terminal,0,24,10,24.538622,73.605577,1,28,11.0,5,0,1,1,1,1,1,0,1,97.0,2,1,0,0,1,0,1,0,1,13.0,13282,58.0,173.2,15.0,1,3.9,3.6,1.0,0,1,89.5,Good,Low
LOC0222,Thiruvananthapuram District Office,3,23,7,8.421999,76.976756,1,62,26.0,1,0,0,0,0,0,0,0,0,77.6,1,0,0,1,0,0,1,0,1,19.0,2805,18.0,45.2,15.0,6,2.5,2.5,8.0,1,0,45.2,Poor,Medium
LOC0223,Pune Junction,7,20,9,18.370426,73.897608,1,85,20.0,2,0,0,0,0,0,1,0,1,78.1,2,1,2,1,1,0,1,1,2,13.0,3471,11.0,61.7,7.0,2,1.8,1.8,12.0,1,0,37.3,Poor,High
LOC0224,Hyderabad Lake View Point,8,8,12,17.277059,78.528573,1,186,38.0,1,1,0,0,0,0,0,0,0,73.4,0,0,1,1,0,0,0,0,1,5.0,822,2.0,13.8,19.0,8,2.2,1.8,2.0,1,0,23.1,Poor,High
LOC0225,Hyderabad Central Station,7,8,12,17.387709,78.409907,1,34,14.0,3,1,0,1,0,0,1,0,1,88.0,2,1,1,1,1,0,1,0,0,36.0,5706,23.0,51.6,7.0,3,2.5,2.1,17.0,1,2,53.9,Poor,High
LOC0226,Coimbatore City Park,6,5,11,11.131091,76.833432,1,26,17.0,1,1,1,1,0,0,0,1,0,94.6,2,2,2,1,1,0,1,1,2,2.0,2062,6.0,20.0,20.0,2,2.5,2.3,6.0,2,2,60.7,Average,Medium
LOC0227,Ahmedabad District Office,3,0,5,23.042595,72.466374,1,65,23.0,1,1,0,0,1,1,0,0,0,78.6,2,0,2,0,0,0,1,1,1,39.0,1552,10.0,20.7,9.0,2,1.3,1.1,8.0,1,1,48.9,Poor,High
LOC0228,Mumbai Plaza Mall,5,15,9,19.145205,72.892011,0,9,9.0,2,1,0,1,1,1,1,0,1,87.5,0,0,0,1,0,1,1,1,0,9.0,10798,45.0,173.2,12.0,3,2.9,2.9,2.0,1,1,83.9,Good,Low
LOC0229,Kanpur Museum,8,11,13,26.571317,80.203521,1,85,22.0,1,1,0,1,0,0,1,0,0,95.0,2,2,2,1,0,0,1,0,2,15.0,2072,10.0,10.5,23.0,5,2.5,2.4,23.0,1,0,31.4,Poor,High
LOC0230,Coimbatore Temple Complex,8,5,11,11.132046,77.035713,1,144,40.0,1,1,0,1,0,0,0,0,0,101.6,2,1,1,0,1,0,1,0,2,19.0,2293,13.0,25.8,17.0,7,1.2,1.0,13.0,1,1,34.0,Poor,High
LOC0231,Bhopal Airport Terminal,0,2,8,23.287229,77.549988,1,16,9.0,4,1,1,0,0,0,1,0,1,87.2,0,1,2,1,0,1,1,1,1,10.0,19837,76.0,155.0,5.0,0,3.3,3.7,4.0,1,2,90.6,Excellent,Low
LOC0232,Mysuru Plaza Mall,5,16,6,12.360697,76.770409,0,8,8.0,3,1,1,1,1,1,1,0,1,100.5,0,1,2,1,0,0,1,0,0,37.0,16934,72.0,208.4,3.0,1,3.7,3.7,10.0,0,2,100.0,Excellent,Medium
LOC0233,Delhi Green Park,6,6,4,28.603934,77.248579,1,5,5.0,1,0,0,0,0,0,1,1,1,75.3,0,0,2,0,0,0,1,0,1,20.0,796,5.0,29.2,16.0,3,3.0,3.1,20.0,1,2,58.2,Average,Medium
LOC0234,Bhopal Temple Complex,8,2,8,23.14607,77.311641,1,174,38.0,1,0,1,0,0,0,0,0,0,74.2,2,2,2,0,1,0,1,1,1,3.0,2089,6.0,18.7,7.0,9,1.3,1.0,18.0,2,1,17.0,Poor,High
LOC0235,Guwahati Junction,7,7,1,26.243201,91.800532,1,14,3.0,3,1,1,1,0,0,0,0,0,94.8,0,0,1,1,0,0,1,1,0,37.0,19788,83.0,112.2,1.0,1,3.3,3.6,1.0,0,2,70.5,Average,Medium
LOC0236,Thiruvananthapuram Bus Depot,1,23,7,8.400872,76.947927,1,27,11.0,1,0,1,0,0,0,0,0,0,71.7,1,0,0,0,1,0,1,0,0,12.0,442,2.0,11.6,8.0,6,1.7,1.7,11.0,2,0,44.5,Poor,High
LOC0237,Guwahati Botanical Garden,8,7,1,26.052465,91.86866,1,48,10.0,1,0,0,1,0,0,1,0,1,89.5,2,2,2,1,1,0,0,0,0,17.0,2918,9.0,41.8,20.0,9,2.5,2.6,3.0,1,2,33.5,Poor,High
LOC0238,Nashik Junction,7,18,9,20.126228,73.661871,1,20,3.0,1,1,0,1,0,1,0,1,0,93.8,2,2,2,1,0,0,1,1,2,38.0,11146,48.0,39.1,17.0,5,1.9,2.0,19.0,1,0,41.5,Poor,High
LOC0239,Thiruvananthapuram Municipal Office,3,23,7,8.40595,77.001027,1,55,18.0,2,1,1,1,0,0,0,0,0,93.4,2,2,0,1,1,0,1,1,2,34.0,2643,8.0,46.6,17.0,5,2.4,2.5,9.0,2,2,57.4,Average,Medium
LOC0240,Patna Green Park,6,19,2,25.621947,85.250855,1,31,11.0,1,0,0,0,0,0,0,0,0,76.1,2,2,2,1,0,0,1,1,1,14.0,1650,13.0,17.2,18.0,6,2.6,2.7,23.0,1,0,17.1,Poor,High
LOC0241,Guwahati District Office,3,7,1,26.057513,91.768019,1,30,5.0,1,1,1,1,0,0,1,1,0,93.6,2,0,1,0,1,0,0,1,1,25.0,1474,6.0,20.5,18.0,5,3.0,2.8,1.0,1,2,70.9,Average,High
LOC0242,Mysuru Degree College,2,16,6,12.242723,76.66177,0,44,9.0,2,0,1,0,0,0,0,1,1,74.3,1,2,0,0,0,0,0,0,1,17.0,552,2.0,52.1,14.0,2,3.0,2.9,15.0,2,2,58.1,Average,Medium
LOC0243,Udaipur City Park,6,24,10,24.499327,73.794492,1,4,4.0,1,1,0,1,1,0,0,0,0,94.7,0,0,0,0,1,0,0,0,1,12.0,2806,10.0,26.4,23.0,5,2.3,2.4,8.0,1,1,71.9,Average,Medium
LOC0244,Mysuru Central Station,7,16,6,12.376203,76.732476,1,15,15.0,2,0,0,1,1,0,0,0,0,89.2,2,1,2,0,0,0,1,1,0,35.0,13283,53.0,92.8,16.0,7,2.8,2.8,19.0,1,0,36.2,Poor,High
LOC0245,Lucknow City Hospital,4,14,13,26.977994,80.836734,1,23,13.0,5,0,1,0,1,1,0,0,0,80.0,2,1,2,1,1,1,1,1,0,27.0,3669,22.0,96.9,21.0,4,2.9,3.0,22.0,0,2,61.5,Average,High
LOC0246,Pune Degree College,2,20,9,18.582755,73.81738,0,56,20.0,3,1,0,1,1,0,0,0,1,92.1,1,0,0,1,0,0,1,1,2,15.0,1683,10.0,71.3,21.0,4,1.6,1.7,4.0,1,1,77.8,Good,Low
LOC0247,Guwahati Medical Center,4,7,1,26.270366,91.721363,0,14,14.0,6,1,1,1,1,0,0,0,1,102.1,1,0,2,1,0,0,1,1,0,34.0,3391,19.0,109.5,5.0,3,3.1,3.2,7.0,1,2,95.8,Excellent,Medium
LOC0248,Chandigarh Government College,2,3,3,30.655152,76.882513,1,31,11.0,3,1,1,1,1,0,0,0,0,101.9,2,1,2,0,0,1,1,1,2,11.0,4622,15.0,51.1,12.0,2,2.5,2.7,3.0,2,0,63.4,Average,Medium
LOC0249,Visakhapatnam Institute of Technology,2,25,0,17.62363,83.306408,0,31,19.0,2,0,0,1,1,1,1,0,0,71.4,0,0,2,0,1,0,1,0,1,22.0,1285,7.0,42.8,19.0,4,3.4,3.8,8.0,1,1,62.7,Average,Medium
LOC0250,Coimbatore Bus Stand,1,5,11,11.085855,77.011467,1,14,2.0,1,0,0,0,0,0,0,0,0,76.3,2,1,1,0,0,0,1,0,1,22.0,1579,2.0,14.4,11.0,4,3.4,3.6,18.0,1,2,34.9,Poor,High
LOC0251,Thiruvananthapuram Central Park,6,23,7,8.382006,77.017164,1,7,7.0,1,0,0,1,1,0,1,1,1,86.8,2,2,1,1,0,0,0,1,1,14.0,1061,3.0,9.8,13.0,2,2.7,2.3,11.0,1,2,49.8,Poor,High
LOC0252,Mysuru City Park,6,16,6,12.213277,76.704847,1,47,14.0,1,0,1,1,0,1,0,0,0,78.0,0,2,2,1,0,0,1,1,0,15.0,2786,10.0,28.9,21.0,4,2.8,2.9,0.0,2,1,43.8,Poor,High
LOC0253,Coimbatore City Park,6,5,11,10.997004,76.875834,1,4,2.0,1,0,0,1,1,0,0,0,1,86.1,2,1,0,0,1,0,0,1,0,15.0,2294,9.0,22.7,21.0,4,2.7,2.9,20.0,1,1,54.9,Poor,High
LOC0254,Nagpur Multispeciality Hospital,4,17,9,20.999662,79.005868,1,32,21.0,3,1,1,1,0,1,0,0,1,93.4,1,2,2,1,0,0,1,1,1,28.0,1514,5.0,48.9,9.0,1,3.5,3.6,10.0,1,2,90.0,Excellent,Medium
LOC0255,Hyderabad Institute of Technology,2,8,12,17.509442,78.52781,1,67,14.0,2,0,0,0,0,0,0,0,0,84.1,1,0,1,0,0,0,1,0,0,37.0,2319,13.0,49.7,21.0,7,2.5,2.9,22.0,1,0,19.9,Poor,High
LOC0256,Mumbai City Park,6,15,9,18.95816,72.958514,1,18,18.0,1,0,1,0,1,0,0,0,1,78.2,0,0,1,1,1,0,1,1,1,18.0,701,2.0,23.3,20.0,2,2.9,2.6,9.0,0,1,60.1,Average,Medium
LOC0257,Jaipur Domestic Airport,0,10,10,26.996157,75.723863,1,28,10.0,3,1,0,1,0,0,1,1,1,90.6,2,2,0,1,1,1,0,1,0,9.0,19234,83.0,173.7,12.0,4,3.4,3.3,12.0,1,2,67.9,Average,High
LOC0258,Chandigarh Railway Station,7,3,3,30.865167,76.669846,1,55,18.0,3,0,0,0,1,0,0,0,0,74.2,0,0,1,0,0,0,1,0,2,42.0,18581,75.0,135.9,6.0,3,2.6,2.7,18.0,1,1,32.3,Poor,High
LOC0259,Coimbatore Botanical Garden,8,5,11,10.910097,76.85392,1,100,20.0,1,0,0,0,0,0,1,0,0,82.5,1,0,0,1,0,0,0,0,1,4.0,774,3.0,18.5,21.0,8,1.8,2.0,2.0,1,2,52.6,Poor,High
LOC0260,Guwahati Heritage Fort,8,7,1,26.25214,91.779705,1,85,22.0,1,0,0,0,1,1,1,1,0,71.9,0,0,1,1,0,0,1,0,0,10.0,2285,12.0,21.6,24.0,8,1.8,1.8,16.0,1,1,32.9,Poor,High
LOC0261,Chennai International Airport,0,4,11,13.167816,80.234727,1,22,22.0,5,1,1,1,1,0,1,0,0,88.1,2,0,0,1,1,1,1,1,1,6.0,5069,16.0,163.1,16.0,0,3.4,3.7,16.0,1,2,92.9,Excellent,Low
LOC0262,Pune Government College,2,20,9,18.557511,73.967482,1,38,9.0,1,1,0,1,1,0,0,0,0,93.4,1,1,2,1,1,0,1,0,1,33.0,3541,9.0,57.0,20.0,4,1.3,1.0,17.0,1,1,75.2,Good,Medium
LOC0263,Nashik City Bus Stop,1,18,9,20.101551,73.847219,1,40,6.0,1,1,1,1,0,0,0,0,1,92.6,0,2,1,0,0,0,1,0,0,5.0,1014,2.0,14.5,11.0,6,2.6,2.6,21.0,0,2,49.1,Poor,High
LOC0264,Surat Bus Stand,1,21,5,21.282482,72.696544,1,30,10.0,1,0,1,0,0,0,0,0,0,71.6,2,1,1,1,0,0,1,0,0,22.0,2327,10.0,17.0,10.0,10,2.5,2.8,1.0,0,1,27.6,Poor,High
LOC0265,Thane Domestic Airport,0,22,9,19.10933,72.978485,1,5,5.0,2,1,1,1,0,0,1,1,0,97.0,2,0,2,1,1,0,1,0,2,20.0,12223,50.0,213.9,12.0,3,3.5,3.6,15.0,1,1,79.1,Good,Medium
LOC0266,Guwahati Bus Depot,1,7,1,26.200944,91.793587,1,33,22.0,1,1,0,1,0,0,0,1,0,99.3,2,0,1,0,0,0,1,0,0,2.0,1386,12.0,10.6,15.0,6,2.6,2.9,2.0,1,2,44.0,Poor,High
LOC0267,Indore City Park,6,9,8,22.784133,75.894066,1,34,15.0,1,1,0,0,1,0,1,1,1,84.5,2,2,1,0,0,1,1,1,0,7.0,2236,10.0,19.9,24.0,11,3.0,3.0,4.0,1,0,30.4,Poor,High
LOC0268,Lucknow Degree College,2,14,13,26.938089,81.0696,1,33,5.0,3,1,1,0,0,1,0,1,0,86.5,1,0,1,1,1,0,0,0,2,11.0,4475,16.0,45.3,21.0,5,3.4,3.5,19.0,2,1,62.2,Average,Medium
LOC0269,Kolkata Multispeciality Hospital,4,13,14,22.515099,88.383494,0,46,11.0,4,1,1,1,0,0,1,0,1,100.5,1,2,2,1,0,0,0,0,2,9.0,4138,22.0,101.4,16.0,4,3.9,4.1,3.0,0,2,80.5,Good,Medium
LOC0270,Nagpur International Airport,0,17,9,21.017298,79.034176,1,4,2.0,5,0,1,1,0,0,0,1,1,88.9,1,0,2,1,1,0,1,1,2,20.0,14605,65.0,172.4,2.0,1,3.6,3.5,20.0,1,2,88.3,Good,Low
LOC0271,Hyderabad Multispeciality Hospital,4,8,12,17.413028,78.558453,0,24,18.0,4,1,1,0,0,0,1,0,1,83.6,1,0,2,1,0,0,0,0,2,18.0,4222,18.0,132.7,4.0,1,4.5,4.8,17.0,1,2,88.4,Good,Low
LOC0272,Hyderabad City Park,6,8,12,17.238655,78.484248,1,24,18.0,1,0,0,0,0,0,0,0,0,76.8,2,2,2,0,0,0,0,0,2,3.0,1169,10.0,17.3,15.0,3,3.6,3.4,5.0,1,0,19.2,Poor,High
LOC0273,Thiruvananthapuram Domestic Airport,0,23,7,8.441608,77.055763,0,23,5.0,6,1,1,1,0,1,1,1,1,101.4,0,0,0,1,0,0,0,0,1,9.0,13449,59.0,167.9,9.0,2,4.0,3.9,1.0,2,2,97.8,Excellent,Low
LOC0274,Coimbatore Heritage Fort,8,5,11,11.091294,76.993519,1,17,14.0,1,1,0,1,1,0,1,0,0,92.6,0,0,1,1,1,1,1,1,2,3.0,223,3.0,15.4,13.0,4,3.1,3.1,19.0,1,0,63.3,Average,Medium
LOC0275,Hyderabad Heritage Fort,8,8,12,17.500234,78.517391,1,200,45.0,1,0,0,0,1,0,1,0,0,61.5,0,0,1,1,0,0,1,1,0,14.0,387,8.0,23.6,23.0,6,2.4,2.0,19.0,1,1,29.1,Poor,High
LOC0276,Visakhapatnam Green Park,6,25,0,17.689469,83.207442,0,33,5.0,1,0,0,0,1,0,0,1,0,83.0,0,2,0,1,0,0,0,1,0,4.0,2124,9.0,22.6,16.0,5,2.2,2.2,23.0,1,1,41.3,Poor,High
LOC0277,Indore City Bus Stop,1,9,8,22.637237,75.915727,0,24,11.0,1,0,0,0,0,0,1,0,0,78.5,2,0,1,0,0,0,1,0,0,4.0,651,2.0,10.3,17.0,4,2.8,3.0,18.0,1,0,17.3,Poor,High
LOC0278,Chandigarh Green Park,6,3,3,30.859175,76.726881,1,9,2.0,1,1,1,0,0,1,0,0,0,82.6,2,0,1,1,0,1,1,0,1,6.0,2232,6.0,22.8,17.0,4,3.6,3.7,18.0,2,0,42.5,Poor,High
LOC0279,Kolkata Central Park,6,13,14,22.484935,88.30325,1,35,12.0,1,0,0,1,0,0,1,0,0,91.5,0,0,1,1,1,1,1,0,2,23.0,2869,7.0,28.2,22.0,6,2.9,2.8,1.0,1,0,43.3,Poor,High
LOC0280,Indore Multispeciality Hospital,4,9,8,22.866622,75.942901,0,59,13.0,2,1,1,0,1,1,1,0,0,84.2,0,1,1,1,1,1,1,1,0,11.0,3820,19.0,121.5,9.0,6,3.0,3.1,13.0,1,2,77.1,Good,Medium
LOC0281,Pune Institute of Technology,2,20,9,18.590565,73.845463,1,30,11.0,3,1,1,0,1,1,1,1,0,81.2,0,0,2,1,1,0,0,1,0,39.0,4412,16.0,32.4,24.0,7,1.6,1.0,2.0,0,0,66.1,Average,Medium
LOC0282,Bengaluru Junction,7,1,6,13.114255,77.631029,1,51,20.0,3,1,0,1,1,0,0,0,0,94.5,0,1,0,0,0,0,1,0,1,17.0,10546,46.0,108.4,13.0,5,2.1,1.7,12.0,1,1,70.5,Average,Medium
LOC0283,Chandigarh Multispeciality Hospital,4,3,3,30.717344,76.653102,0,44,20.0,4,1,1,1,0,1,1,1,0,94.2,1,1,0,1,1,0,1,1,2,22.0,4380,18.0,130.5,10.0,1,3.5,3.5,14.0,0,2,100.0,Excellent,Low
LOC0284,Jaipur Government College,2,10,10,26.834116,75.884545,0,24,13.0,3,0,1,1,0,0,1,0,1,80.9,2,0,0,0,0,1,0,0,1,28.0,2766,10.0,60.0,13.0,3,3.6,3.3,4.0,1,2,72.2,Average,Medium
LOC0285,Mysuru Collectorate Office,3,16,6,12.374317,76.749711,1,54,27.0,2,0,0,0,0,0,1,0,0,62.4,1,0,0,0,0,1,1,0,2,30.0,4573,22.0,43.1,21.0,5,2.2,2.1,17.0,1,0,43.0,Poor,Medium
LOC0286,Kanpur Government College,2,11,13,26.472807,80.333914,0,39,9.0,1,0,1,1,0,1,0,1,1,91.6,1,2,2,1,0,1,0,1,0,5.0,3548,10.0,74.0,12.0,3,3.2,3.3,9.0,0,2,73.5,Average,Medium
LOC0287,Pune Municipal Office,3,20,9,18.567929,73.828008,1,72,27.0,2,1,1,0,0,0,0,0,0,75.4,0,0,2,1,0,0,1,1,1,7.0,4983,22.0,51.6,6.0,3,2.7,2.8,13.0,0,2,63.4,Average,Medium
LOC0288,Nashik Tehsil Office,3,18,9,19.889672,73.792755,1,57,21.0,2,0,0,0,1,1,0,1,0,85.6,0,2,2,0,1,0,0,1,1,39.0,2896,15.0,43.4,17.0,7,2.6,2.2,11.0,1,0,38.4,Poor,High
LOC0289,Bhopal Railway Station,7,2,8,23.244437,77.41669,1,36,18.0,3,0,0,1,0,1,1,0,0,84.5,0,1,2,0,1,0,1,1,0,44.0,10659,42.0,95.1,16.0,9,2.8,2.9,5.0,1,2,57.8,Average,High
LOC0290,Indore Government College,2,9,8,22.79793,75.908769,1,11,4.0,2,0,0,1,0,0,0,1,1,93.4,0,0,2,1,0,0,1,0,1,29.0,1958,6.0,45.3,12.0,5,2.2,2.4,9.0,1,1,58.0,Average,Medium
LOC0291,Kolkata Temple Complex,8,13,14,22.649872,88.455228,1,44,23.0,1,0,1,0,0,0,1,0,1,79.2,0,0,2,0,0,1,1,1,2,24.0,2309,12.0,26.5,14.0,3,2.2,2.0,11.0,1,0,53.0,Poor,Medium
LOC0292,Bhopal Airport Terminal,0,2,8,23.359748,77.43093,1,19,4.0,5,1,1,1,0,1,0,0,0,94.7,0,0,2,1,1,1,0,1,2,11.0,15300,61.0,194.2,13.0,2,3.6,3.5,15.0,0,2,84.3,Good,Low
LOC0293,Mumbai Collectorate Office,3,15,9,19.071181,72.782985,1,69,15.0,3,1,1,0,0,1,1,0,1,74.1,0,0,1,1,1,0,0,0,2,6.0,4425,18.0,32.1,20.0,6,2.9,2.8,16.0,1,1,57.3,Average,Medium
LOC0294,Chennai Junction,7,4,11,13.100695,80.305473,1,24,8.0,3,0,0,0,1,0,0,0,0,68.2,0,1,1,0,0,0,1,0,0,7.0,3570,10.0,79.2,8.0,9,2.4,2.4,17.0,1,1,30.6,Poor,High
LOC0295,Nagpur City Centre Mall,5,17,9,21.256203,79.061595,0,21,7.0,5,1,1,1,1,1,1,0,1,97.9,2,2,2,1,1,0,1,1,2,20.0,15419,60.0,185.6,14.0,0,4.5,4.4,9.0,0,1,84.2,Good,Medium
LOC0296,Nashik City Bus Stop,1,18,9,20.023413,73.750629,1,3,3.0,1,1,0,0,0,0,0,0,0,86.9,2,1,2,0,1,0,1,0,0,23.0,969,2.0,11.4,23.0,8,3.2,3.0,17.0,1,0,35.4,Poor,High
LOC0297,Coimbatore Grand Mall,5,5,11,11.11497,76.984761,0,11,4.0,2,1,1,1,0,0,1,1,1,88.2,2,1,2,1,1,0,1,1,1,43.0,3241,11.0,129.1,7.0,1,4.0,3.7,9.0,1,2,93.8,Excellent,Medium
LOC0298,Bhopal City Centre Mall,5,2,8,23.282656,77.317357,0,22,12.0,7,0,1,1,1,1,1,0,0,90.8,0,1,2,1,1,1,1,0,0,22.0,8591,34.0,147.4,5.0,3,2.8,2.5,2.0,2,2,84.0,Good,Medium
LOC0299,Jaipur Temple Complex,8,10,10,26.865719,75.693418,1,112,28.0,1,0,1,1,0,1,0,0,0,84.7,2,1,1,0,1,0,1,1,2,24.0,677,2.0,17.6,22.0,7,2.9,3.5,7.0,0,0,34.8,Poor,High
LOC0300,Jaipur Collectorate Office,3,10,10,26.831118,75.858509,1,28,4.0,1,1,1,0,0,0,0,1,0,82.1,0,0,0,0,0,0,0,1,1,32.0,3644,8.0,46.6,19.0,3,2.8,2.7,23.0,0,0,60.7,Average,Low
LOC0301,Jaipur Shopping Mall,5,10,10,26.89195,75.850743,0,15,12.0,5,1,1,0,1,0,1,1,1,76.7,1,0,1,1,0,1,0,1,2,13.0,13315,52.0,135.6,9.0,3,3.6,3.6,13.0,2,2,83.8,Good,Medium
LOC0302,Kolkata Heritage Fort,8,13,14,22.429381,88.246237,1,136,30.0,1,0,0,0,0,0,0,1,0,72.1,1,0,2,0,0,0,1,1,1,3.0,488,2.0,22.1,19.0,8,1.6,1.7,19.0,1,0,30.7,Poor,High
LOC0303,Bhopal Domestic Airport,0,2,8,23.15908,77.363979,0,2,2.0,6,1,1,1,1,1,1,0,1,95.1,0,2,2,1,1,0,1,1,1,14.0,15847,75.0,191.1,5.0,0,4.0,4.3,6.0,0,2,100.0,Excellent,Medium
LOC0304,Hyderabad City Hospital,4,8,12,17.29189,78.342124,1,47,15.0,6,0,1,1,0,1,1,0,1,86.2,2,2,0,0,0,0,1,1,1,34.0,1373,12.0,57.9,13.0,4,2.3,2.2,8.0,1,0,52.3,Poor,High
LOC0305,Thiruvananthapuram International Airport,0,23,7,8.504503,77.018939,1,24,21.0,7,0,1,0,1,1,1,0,1,76.9,0,0,2,1,0,1,1,1,1,27.0,19547,85.0,241.7,1.0,1,3.4,3.8,21.0,1,2,85.4,Good,Low
LOC0306,Mysuru Central Station,7,16,6,12.433041,76.539488,1,59,26.0,1,1,0,0,0,0,0,0,0,85.2,0,0,0,1,1,0,1,1,2,23.0,10104,37.0,97.1,14.0,6,3.1,3.2,2.0,1,1,57.8,Average,Medium
LOC0307,Patna City Hospital,4,19,2,25.587709,85.22529,0,47,17.0,4,1,0,0,0,0,1,0,1,75.8,1,1,1,0,0,0,0,0,2,25.0,2859,20.0,110.2,13.0,4,4.7,5.0,0.0,1,0,57.7,Average,Medium
LOC0308,Thiruvananthapuram Junction,7,23,7,8.480729,76.977853,1,84,15.0,1,0,1,1,0,0,0,0,0,83.6,0,0,1,0,0,0,1,1,0,9.0,15179,52.0,76.9,9.0,5,2.4,2.4,7.0,0,2,41.2,Poor,High
LOC0309,Thane Plaza Mall,5,22,9,19.144301,73.003198,0,24,21.0,5,1,1,1,1,1,1,0,0,96.8,2,2,2,1,0,0,0,1,0,17.0,15785,70.0,139.0,4.0,5,2.7,2.7,0.0,1,2,73.8,Average,High
LOC0310,Surat Plaza Mall,5,21,5,21.247709,72.794909,0,18,18.0,7,1,1,1,0,0,0,1,1,90.3,0,1,2,1,1,0,0,0,2,9.0,8143,35.0,134.6,13.0,1,4.1,3.9,20.0,2,1,81.9,Good,Low
LOC0311,Udaipur Multispeciality Hospital,4,24,10,24.711418,73.63112,0,24,12.0,5,0,0,1,1,0,0,0,1,88.6,1,1,0,0,0,0,1,0,0,34.0,2767,15.0,56.5,14.0,2,3.0,3.2,15.0,1,2,74.4,Average,Medium
LOC0312,Chennai Tehsil Office,3,4,11,13.050459,80.389769,1,60,21.0,1,0,1,0,1,0,0,0,0,77.3,0,0,2,1,0,1,0,1,1,38.0,1904,8.0,34.4,14.0,3,2.2,2.2,20.0,1,0,51.7,Poor,Medium
