Location_ID,Location_Name,Location_Type,City,State,Latitude,Longitude,Ramp_Available,Elevator_Available,Wheelchair_Entrance,Braille_Signage,Audio_Announcements,Accessible_Washroom,Tactile_Path,Reserved_Parking,Footpath_Condition,Lighting,Safety_Level,CCTV_Available,Public_Transport_Nearby,Parking_Available,Crowd_Level,Average_Waiting_Time,Daily_Footfall,User_Rating,Accessibility_Complaints,Last_Inspection_Months,Number_of_Floors,Lift_Condition,Emergency_Exit_Accessibility,Accessibility_Score,Accessibility_Category,Improvement_Priority
LOC0507,Ahmedabad Bus Stand,Bus Stop,Ahmedabad,Gujarat,23.12373,72.531161,No,No,Yes,No,No,Yes,No,No,Poor,Average,Medium,No,Yes,No,High,18,1690,2.4,8,23,1,NA,Partial,27.4,Poor,High
LOC0508,Guwahati Institute of Technology,College,Guwahati,Assam,26.239702,91.724497,Yes,No,No,Yes,No,Yes,No,No,Poor,Poor,Low,No,No,Yes,High,32,1628,3.3,8,19,3,NA,No,20.6,Poor,High
LOC0509,Pune Central Station,Railway Station,Pune,Maharashtra,18.437314,73.944891,Yes,Yes,Yes,No,No,No,Yes,Yes,Average,Poor,High,Yes,Yes,No,Medium,39,4472,1,3,18,1,Average,No,56.9,Average,Low
LOC0510,Kolkata Junction,Railway Station,Kolkata,West Bengal,22.61311,88.21682,Yes,No,Yes,No,No,No,No,Yes,Poor,Good,Low,Yes,Yes,Yes,High,5,16738,4.4,5,9,3,NA,No,40.9,Poor,High
LOC0511,Guwahati Temple Complex,Tourist Attraction,Guwahati,Assam,26.247905,91.775511,No,No,No,No,No,No,Yes,No,Poor,Average,Medium,Yes,Yes,Yes,Low,11,2759,2.3,3,13,1,NA,Partial,35.5,Poor,High
LOC0512,Kochi College of Engineering,College,Kochi,Kerala,9.908928,76.382411,Yes,No,No,No,No,Yes,No,No,Average,Good,High,Yes,No,Yes,High,12,2141,2.7,5,11,3,NA,No,51.5,Poor,High
LOC0513,Ahmedabad Collectorate Office,Government Office,Ahmedabad,Gujarat,23.010396,72.612173,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Average,Average,Medium,Yes,Yes,No,Low,20,3153,3.1,2,7,3,NA,No,73.7,Average,Medium
LOC0514,Kochi Health Centre,Hospital,Kochi,Kerala,9.782923,76.342566,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Average,Poor,Low,Yes,Yes,Yes,High,27,923,3.6,2,21,3,Good,Yes,64.1,Average,Medium
LOC0515,Delhi Junction,Railway Station,Delhi,Delhi,28.825691,77.099809,Yes,No,Yes,Yes,No,No,No,Yes,Average,Poor,Low,Yes,Yes,Yes,Medium,31,12995,3.2,2,16,1,NA,No,45.6,Poor,High
LOC0516,Chandigarh Green Park,Park,Chandigarh,Chandigarh,30.862138,76.89395,Yes,No,Yes,Yes,Yes,No,Yes,No,Average,Poor,Medium,No,No,Yes,Low,7,1970,1.9,2,22,1,NA,Partial,57.8,Average,Medium
LOC0517,Indore College of Engineering,College,Indore,Madhya Pradesh,22.671268,75.914579,Yes,No,Yes,No,Yes,No,Yes,No,Good,Average,Medium,Yes,Yes,Yes,High,5,4449,3.7,4,17,2,NA,Yes,74.3,Average,Medium
LOC0518,Thiruvananthapuram Institute of Technology,College,Thiruvananthapuram,Kerala,8.483951,76.986428,Yes,Yes,No,No,Yes,Yes,Yes,No,Good,Good,Medium,Yes,Yes,Yes,Medium,34,2625,3.1,4,5,2,Average,Yes,91.3,Excellent,Medium
LOC0519,Guwahati City Park,Park,Guwahati,Assam,26.087941,91.614192,No,No,Yes,No,No,Yes,No,No,Poor,Average,Low,Yes,No,Yes,Medium,12,2174,3.1,8,1,1,NA,Yes,34.8,Poor,High
LOC0520,Kolkata Institute of Technology,College,Kolkata,West Bengal,22.516865,88.304328,No,No,No,No,Yes,Yes,Yes,Yes,Poor,Average,Low,Yes,Yes,No,High,33,4104,2.9,5,18,2,NA,Yes,39,Poor,High
LOC0521,Surat General Hospital,Hospital,Surat,Gujarat,21.108405,72.697153,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Average,Average,Medium,No,No,No,Low,14,855,4.5,2,4,3,Good,Yes,86.3,Good,Low
LOC0522,Kolkata Green Park,Park,Kolkata,West Bengal,22.445046,88.245003,Yes,No,No,No,No,No,No,No,Poor,Poor,High,Yes,No,No,Medium,16,2376,3,8,4,1,NA,Partial,32,Poor,High
LOC0523,Chandigarh Central Park,Park,Chandigarh,Chandigarh,30.876131,76.632894,Yes,No,Yes,No,No,No,Yes,No,Poor,Good,Low,Yes,No,No,Medium,5,1158,2.3,1,17,1,NA,No,36.6,Poor,High
LOC0524,Guwahati Tehsil Office,Government Office,Guwahati,Assam,26.043262,91.779754,Yes,No,No,No,No,No,Yes,No,Average,Average,High,Yes,No,No,Low,34,3009,2.2,2,14,1,NA,Yes,59.9,Average,Low
LOC0525,Lucknow Central Park,Park,Lucknow,Uttar Pradesh,26.838623,81.033329,Yes,No,Yes,No,Yes,Yes,No,Yes,Good,Average,Low,Yes,Yes,No,Low,16,2609,3.7,4,2,1,NA,No,66.6,Average,Medium
LOC0526,Surat District Office,Government Office,Surat,Gujarat,21.045693,72.898918,No,No,Yes,No,No,No,No,No,Good,Average,Medium,Yes,Yes,Yes,Medium,29,3405,3.4,4,15,2,NA,Partial,52.8,Poor,High
LOC0527,Mumbai Museum,Tourist Attraction,Mumbai,Maharashtra,19.0261,72.991087,No,Yes,No,No,Yes,No,No,No,Poor,Average,Low,Yes,Yes,No,Medium,19,2224,2.3,7,8,1,Poor,No,21.1,Poor,High
LOC0528,Delhi Bus Stand,Bus Stop,Delhi,Delhi,28.636391,77.061826,No,Yes,No,Yes,No,Yes,No,No,Good,Average,High,Yes,Yes,No,Medium,18,2796,2.6,3,6,1,Poor,Yes,74.5,Average,Low
LOC0529,Thiruvananthapuram Institute of Technology,College,Thiruvananthapuram,Kerala,8.375768,76.953599,No,Yes,Yes,No,No,Yes,No,No,Average,Average,Medium,Yes,No,No,Low,10,3097,2.1,0,19,1,Good,Yes,64.5,Average,Medium
LOC0530,Bhopal Tehsil Office,Government Office,Bhopal,Madhya Pradesh,23.329563,77.417785,No,Yes,No,Yes,No,Yes,Yes,No,Average,Good,Medium,No,No,Yes,Low,36,2200,3.8,4,21,2,Average,No,63,Average,Medium
LOC0531,Mysuru Medical Center,Hospital,Mysuru,Karnataka,12.414174,76.608509,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Good,Average,Medium,Yes,Yes,Yes,High,33,1976,3.1,3,6,5,Good,Yes,100,Excellent,Medium
LOC0532,Delhi City Centre Mall,Mall,Delhi,Delhi,28.599675,76.997984,Yes,Yes,Yes,Yes,No,No,No,No,Average,Good,Medium,Yes,No,No,Low,35,8437,3,0,18,6,Average,Partial,76.3,Good,Low
LOC0533,Guwahati Degree College,College,Guwahati,Assam,26.249911,91.723454,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Good,Good,Medium,Yes,Yes,Yes,High,15,2109,3.4,4,2,2,NA,Yes,89.7,Good,Medium
LOC0534,Bhopal City Hospital,Hospital,Bhopal,Madhya Pradesh,23.184451,77.507913,Yes,Yes,Yes,Yes,Yes,No,No,No,Good,Average,High,Yes,Yes,Yes,High,5,2873,3.5,2,0,5,Poor,Yes,92.9,Excellent,Low
LOC0535,Delhi Domestic Airport,Airport,Delhi,Delhi,28.793103,77.084944,No,Yes,No,No,No,Yes,No,Yes,Good,Good,High,Yes,Yes,No,Low,26,11275,3.7,2,23,6,Poor,Partial,74,Average,Low
LOC0536,Jaipur Airport Terminal,Airport,Jaipur,Rajasthan,26.89207,75.889696,Yes,Yes,Yes,No,No,Yes,No,No,Poor,Good,Medium,Yes,No,No,High,41,14145,3.8,4,23,2,Good,Partial,62.7,Average,High
LOC0537,Hyderabad Institute of Technology,College,Hyderabad,Telangana,17.265842,78.427321,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Good,Poor,High,Yes,Yes,No,Medium,37,2720,3.8,4,20,3,Average,Yes,91.2,Excellent,Low
LOC0538,Hyderabad Grand Mall,Mall,Hyderabad,Telangana,17.377153,78.390096,No,Yes,No,Yes,Yes,No,No,No,Poor,Good,High,Yes,Yes,Yes,High,44,19245,4.2,8,7,3,Poor,Partial,57.2,Average,High
LOC0539,Delhi Airport Terminal,Airport,Delhi,Delhi,28.705017,77.146235,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Good,Good,Medium,Yes,No,Yes,Medium,20,16807,4.4,1,18,4,Good,Yes,100,Excellent,Low
LOC0540,Surat Collectorate Office,Government Office,Surat,Gujarat,21.2114,72.744922,Yes,No,No,No,No,Yes,No,Yes,Average,Average,High,Yes,Yes,Yes,Low,34,4696,2.7,3,20,2,NA,Yes,68.7,Average,Low
LOC0541,Nashik Municipal Office,Government Office,Nashik,Maharashtra,19.979963,73.765331,Yes,No,No,No,No,Yes,Yes,No,Average,Average,Medium,No,Yes,No,Low,29,3059,3,3,5,1,NA,Yes,61.9,Average,Medium
LOC0542,Delhi Shopping Mall,Mall,Delhi,Delhi,28.839338,77.240938,No,Yes,No,No,Yes,No,No,Yes,Good,Good,Medium,Yes,No,Yes,Medium,25,8969,3,1,11,2,Average,Partial,69.5,Average,Medium
LOC0543,Bhopal District Office,Government Office,Bhopal,Madhya Pradesh,23.224419,77.516416,Yes,Yes,No,Yes,No,No,No,No,Poor,Good,High,No,Yes,Yes,Low,15,4519,2.5,4,7,2,Average,Yes,70.2,Average,Medium
LOC0544,Visakhapatnam Junction,Railway Station,Visakhapatnam,Andhra Pradesh,17.724166,83.302664,No,No,No,Yes,No,No,Yes,No,Average,Poor,High,No,Yes,Yes,Medium,12,12768,3.1,4,17,3,NA,Yes,49.5,Poor,Medium
LOC0545,Patna Public Garden,Park,Patna,Bihar,25.640604,85.252942,Yes,No,No,No,No,Yes,No,No,Poor,Poor,Medium,Yes,No,No,Medium,18,1617,2.7,3,2,1,NA,Yes,39.4,Poor,High
LOC0546,Indore City Centre Mall,Mall,Indore,Madhya Pradesh,22.625461,75.767,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Good,Average,Medium,Yes,Yes,No,High,16,8198,3,6,4,6,Poor,Yes,84.6,Good,Medium
LOC0547,Nashik Central Station,Railway Station,Nashik,Maharashtra,19.969078,73.856942,No,No,No,Yes,Yes,Yes,Yes,No,Average,Good,Low,Yes,Yes,No,Medium,38,4055,2.7,5,18,2,NA,No,47.4,Poor,High
LOC0548,Pune Degree College,College,Pune,Maharashtra,18.506885,73.735264,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Average,Good,High,Yes,No,Yes,High,24,3235,3.4,4,4,3,Poor,Yes,88.4,Good,Medium
LOC0549,Thane City Centre Mall,Mall,Thane,Maharashtra,19.206638,72.912131,Yes,No,No,Yes,No,Yes,Yes,No,Average,Poor,Medium,Yes,No,Yes,High,37,15406,3.8,3,19,7,NA,Yes,60.1,Average,Medium
LOC0550,Chandigarh International Airport,Airport,Chandigarh,Chandigarh,30.682309,76.91539,No,Yes,Yes,No,No,Yes,No,Yes,Average,Good,Low,Yes,No,Yes,Medium,18,9006,3.6,1,5,6,Good,Yes,70.2,Average,Medium
LOC0551,Bengaluru Museum,Tourist Attraction,Bengaluru,Karnataka,12.871042,77.650705,No,Yes,Yes,Yes,Yes,No,No,No,Average,Poor,Medium,No,Yes,Yes,Low,17,2962,3.7,1,11,1,Average,No,56.7,Average,Medium
LOC0552,Ahmedabad Plaza Mall,Mall,Ahmedabad,Gujarat,22.883308,72.658257,Yes,No,Yes,Yes,Yes,Yes,No,No,Average,Good,Low,Yes,Yes,No,Medium,25,10850,2.9,1,7,3,NA,Yes,73.9,Average,Medium
LOC0553,Thiruvananthapuram Central Station,Railway Station,Thiruvananthapuram,Kerala,8.408565,76.849565,Yes,Yes,Yes,No,No,No,Yes,No,Good,Good,High,Yes,Yes,Yes,Medium,31,16214,3.3,2,15,3,Good,Yes,96.1,Excellent,Low
LOC0554,Coimbatore International Airport,Airport,Coimbatore,Tamil Nadu,10.931054,76.981779,Yes,No,Yes,No,Yes,No,No,Yes,Average,Average,High,Yes,Yes,Yes,Medium,11,14870,4.4,3,22,6,NA,Partial,72.5,Average,Low
LOC0555,Bhopal City Bus Stop,Bus Stop,Bhopal,Madhya Pradesh,23.142698,77.360562,No,No,Yes,No,No,No,No,No,Good,Average,Low,Yes,Yes,No,Medium,3,1884,2.5,6,19,1,NA,Partial,37.9,Poor,High
LOC0556,Mumbai Collectorate Office,Government Office,Mumbai,Maharashtra,19.102657,73.007656,Yes,No,No,Yes,No,Yes,No,No,Poor,Average,Medium,No,Yes,Yes,High,13,2788,3.6,8,5,3,NA,Yes,51.6,Poor,High
LOC0557,Bhopal Public Garden,Park,Bhopal,Madhya Pradesh,23.39543,77.345239,Yes,Yes,No,Yes,No,No,Yes,Yes,Poor,Good,Medium,No,Yes,No,Low,20,2069,2.7,0,17,1,Average,Partial,69.5,Average,Medium
LOC0558,Patna Shopping Mall,Mall,Patna,Bihar,25.454728,85.09241,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Good,Good,Medium,Yes,Yes,Yes,Low,29,18646,3.6,1,3,3,Good,Partial,100,Excellent,Low
LOC0559,Ahmedabad Junction,Railway Station,Ahmedabad,Gujarat,22.963038,72.643754,No,No,No,No,No,No,Yes,No,Average,Average,Medium,No,Yes,No,Low,24,12329,1.9,0,9,2,NA,Yes,44.4,Poor,Medium
LOC0560,Patna Domestic Airport,Airport,Patna,Bihar,25.679503,85.168944,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Average,Poor,Medium,Yes,No,No,Low,36,10076,4.3,1,21,3,Average,Yes,81,Good,Low
LOC0561,Kolkata Domestic Airport,Airport,Kolkata,West Bengal,22.583243,88.264547,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Good,Poor,High,Yes,No,Yes,Low,32,16773,3.4,3,10,4,Good,Partial,90.3,Excellent,Low
LOC0562,Coimbatore City Bus Stop,Bus Stop,Coimbatore,Tamil Nadu,10.957708,77.054113,Yes,No,No,No,Yes,No,No,No,Good,Poor,Medium,No,Yes,No,High,21,384,2.6,10,12,1,NA,No,33,Poor,High
LOC0563,Thiruvananthapuram District Office,Government Office,Thiruvananthapuram,Kerala,8.477853,77.075579,No,No,No,No,No,Yes,Yes,No,Good,Poor,Medium,No,Yes,Yes,Medium,21,3396,2.8,1,6,3,NA,Partial,48.7,Poor,Medium
LOC0564,Chennai Institute of Technology,College,Chennai,Tamil Nadu,13.23075,80.236444,Yes,Yes,No,No,No,No,Yes,No,Good,Poor,Medium,Yes,Yes,No,Medium,24,2239,3.1,1,0,1,Good,No,62.5,Average,Medium
LOC0565,Coimbatore City Centre Mall,Mall,Coimbatore,Tamil Nadu,11.010867,77.041233,No,No,Yes,Yes,No,Yes,No,Yes,Average,Poor,Medium,Yes,No,Yes,High,38,14351,3.9,1,22,5,NA,Yes,56.6,Average,Medium
LOC0566,Coimbatore Collectorate Office,Government Office,Coimbatore,Tamil Nadu,11.1587,76.833732,Yes,Yes,No,No,Yes,Yes,No,Yes,Average,Good,Medium,Yes,Yes,No,Low,32,2663,2.5,0,22,3,Good,No,74.2,Average,Medium
LOC0567,Chandigarh District Office,Government Office,Chandigarh,Chandigarh,30.791877,76.789262,Yes,Yes,No,Yes,Yes,Yes,No,No,Average,Poor,Low,Yes,Yes,No,Medium,8,1207,2.2,6,9,2,Good,Yes,62.5,Average,Medium
LOC0568,Thiruvananthapuram City Hospital,Hospital,Thiruvananthapuram,Kerala,8.443761,77.07177,No,Yes,No,No,No,No,Yes,Yes,Average,Poor,High,Yes,No,Yes,High,35,3491,4.1,5,2,4,Good,Partial,57,Average,Medium
LOC0569,Pune Railway Station,Railway Station,Pune,Maharashtra,18.465979,73.95883,No,Yes,Yes,Yes,Yes,Yes,No,No,Good,Average,High,Yes,Yes,No,Low,40,5698,3.4,1,6,2,Average,No,85.5,Good,Low
LOC0570,Guwahati Medical Center,Hospital,Guwahati,Assam,26.200049,91.700364,Yes,Yes,No,Yes,Yes,No,No,No,Good,Average,High,Yes,Yes,Yes,Medium,29,3360,3.5,2,0,2,Average,Yes,93.9,Excellent,Low
LOC0571,Bengaluru Junction,Railway Station,Bengaluru,Karnataka,13.088062,77.660377,Yes,Yes,No,No,No,No,No,No,Poor,Average,Low,Yes,Yes,Yes,High,23,18382,2.7,5,23,1,Poor,Yes,35.6,Poor,High
LOC0572,Mysuru District Office,Government Office,Mysuru,Karnataka,12.191993,76.706471,Yes,Yes,No,Yes,No,Yes,No,No,Poor,Average,Medium,Yes,No,Yes,Low,31,790,2.6,3,2,3,Average,Partial,65.1,Average,Medium
LOC0573,Bengaluru City Park,Park,Bengaluru,Karnataka,12.979503,77.507626,No,No,No,Yes,No,No,No,No,Poor,Average,Low,No,No,No,High,4,2737,3.1,5,1,1,NA,Partial,21.2,Poor,High
LOC0574,Chandigarh Heritage Fort,Tourist Attraction,Chandigarh,Chandigarh,30.664546,76.868825,Yes,Yes,No,No,No,Yes,No,No,Poor,Poor,Medium,Yes,No,No,Medium,6,2437,2.4,3,5,1,Average,Yes,48.1,Poor,High
LOC0575,Lucknow International Airport,Airport,Lucknow,Uttar Pradesh,26.825453,80.932538,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Average,Good,High,Yes,No,No,High,16,3436,3.7,2,11,7,Good,Yes,100,Excellent,Low
LOC0576,Thane Plaza Mall,Mall,Thane,Maharashtra,19.18952,73.119766,Yes,Yes,Yes,Yes,Yes,No,No,No,Poor,Good,High,Yes,Yes,No,Medium,7,11055,3.4,1,23,6,Good,Yes,86,Good,Low
LOC0577,Delhi Temple Complex,Tourist Attraction,Delhi,Delhi,28.792002,77.217589,Yes,No,Yes,No,No,Yes,No,No,Poor,Average,Medium,No,Yes,Yes,Low,24,2321,3.8,1,0,1,NA,Partial,57.6,Average,Medium
LOC0578,Kolkata Railway Station,Railway Station,Kolkata,West Bengal,22.491495,88.248934,Yes,Yes,No,Yes,No,No,No,Yes,Good,Good,Medium,Yes,Yes,Yes,High,15,11916,2.6,3,5,3,Poor,Partial,75.6,Good,Medium
LOC0579,Bhopal Railway Station,Railway Station,Bhopal,Madhya Pradesh,23.195455,77.542662,Yes,Yes,Yes,Yes,No,No,No,Yes,Average,Average,Medium,Yes,Yes,No,Medium,10,15571,2.3,1,6,2,Good,Partial,78.2,Good,Low
LOC0580,Indore Bus Stand,Bus Stop,Indore,Madhya Pradesh,22.729279,75.993088,No,Yes,No,No,No,Yes,No,No,Average,Good,Medium,No,Yes,No,Medium,20,758,2.2,5,23,1,Good,Partial,51.1,Poor,High
LOC0581,Nagpur Airport Terminal,Airport,Nagpur,Maharashtra,21.024915,79.190136,Yes,No,Yes,No,No,Yes,Yes,Yes,Poor,Good,Medium,Yes,Yes,Yes,Medium,7,8443,4.1,0,16,5,NA,Yes,74.9,Average,Medium
LOC0582,Guwahati Grand Mall,Mall,Guwahati,Assam,26.236498,91.610219,Yes,No,Yes,No,Yes,No,No,No,Good,Good,High,No,Yes,Yes,High,30,19305,4.4,5,16,6,NA,Yes,77.8,Good,Medium
LOC0583,Coimbatore Shopping Mall,Mall,Coimbatore,Tamil Nadu,11.01699,76.907874,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Average,Poor,Medium,Yes,No,Yes,Medium,23,12793,3.8,5,11,7,Average,Partial,77.8,Good,Medium
LOC0584,Ahmedabad Medical Center,Hospital,Ahmedabad,Gujarat,22.973417,72.662663,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Average,Good,High,Yes,No,No,High,9,1403,2.2,3,12,4,Good,Yes,95.4,Excellent,Low
LOC0585,Hyderabad City Bus Stop,Bus Stop,Hyderabad,Telangana,17.534654,78.447791,No,No,No,No,No,No,No,No,Poor,Average,Medium,No,Yes,No,Low,11,2987,2.4,7,12,1,NA,Partial,22.8,Poor,High
LOC0586,Hyderabad Railway Station,Railway Station,Hyderabad,Telangana,17.339891,78.636347,No,Yes,Yes,No,Yes,Yes,No,No,Poor,Good,Medium,No,Yes,Yes,Medium,28,8419,3.2,5,1,1,Average,Yes,63.5,Average,Medium
LOC0587,Chandigarh Grand Mall,Mall,Chandigarh,Chandigarh,30.72632,76.67555,No,Yes,Yes,Yes,No,Yes,Yes,No,Average,Good,High,Yes,No,Yes,Low,13,14277,3.5,1,3,4,Poor,Yes,88.2,Good,Low
LOC0588,Nagpur Airport Terminal,Airport,Nagpur,Maharashtra,21.133892,79.213888,Yes,Yes,No,Yes,No,Yes,No,Yes,Average,Average,High,Yes,Yes,Yes,Medium,8,17213,2.8,3,8,3,Poor,Yes,82.8,Good,Low
LOC0589,Pune Central Station,Railway Station,Pune,Maharashtra,18.464673,73.93479,Yes,Yes,Yes,No,Yes,No,No,No,Good,Average,Medium,No,Yes,No,Medium,39,19779,2.9,5,5,3,Average,Partial,72,Average,Medium
LOC0590,Surat General Hospital,Hospital,Surat,Gujarat,21.096879,72.897455,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Good,Good,High,Yes,Yes,Yes,Medium,31,3932,2.8,1,5,5,Good,Yes,100,Excellent,Low
LOC0591,Kochi City Bus Stop,Bus Stop,Kochi,Kerala,9.829811,76.361539,No,No,Yes,Yes,Yes,No,No,No,Average,Poor,Medium,No,Yes,Yes,Low,21,1549,1.3,6,23,1,NA,Partial,39.6,Poor,High
LOC0592,Kolkata Degree College,College,Kolkata,West Bengal,22.650567,88.504728,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Average,Poor,High,No,No,Yes,High,25,887,3.7,3,17,3,Good,Yes,86.1,Good,Low
LOC0593,Coimbatore City Hospital,Hospital,Coimbatore,Tamil Nadu,11.126547,76.809812,No,Yes,Yes,No,No,Yes,No,Yes,Good,Good,High,Yes,Yes,Yes,High,29,2639,3.2,1,16,2,Average,Yes,85.4,Good,Low
LOC0594,Nashik Junction,Railway Station,Nashik,Maharashtra,19.931241,73.647541,Yes,Yes,No,Yes,No,No,No,No,Average,Average,High,Yes,Yes,Yes,High,31,9248,2.9,1,6,3,Good,Yes,79,Good,Low
LOC0595,Kolkata General Hospital,Hospital,Kolkata,West Bengal,22.590352,88.333982,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Poor,Poor,High,Yes,No,Yes,High,33,1811,5,0,16,6,Good,Yes,87.6,Good,Medium
LOC0596,Kolkata International Airport,Airport,Kolkata,West Bengal,22.553681,88.240172,Yes,Yes,Yes,No,No,Yes,No,No,Average,Poor,Medium,Yes,Yes,Yes,Medium,6,7159,3.9,0,21,2,Good,Yes,73.5,Average,Medium
LOC0597,Mumbai Bus Stand,Bus Stop,Mumbai,Maharashtra,19.164731,73.013993,No,No,Yes,No,No,Yes,No,No,Poor,Average,High,Yes,Yes,No,Low,17,2782,1.4,5,23,1,NA,Partial,40.8,Poor,High
LOC0598,Kanpur Plaza Mall,Mall,Kanpur,Uttar Pradesh,26.333101,80.227958,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Poor,Average,High,Yes,No,Yes,Medium,31,7840,5,4,20,6,Average,Yes,87.8,Good,Medium
LOC0599,Thiruvananthapuram Green Park,Park,Thiruvananthapuram,Kerala,8.558123,76.809187,No,No,No,Yes,No,Yes,No,No,Average,Poor,Low,Yes,Yes,Yes,Medium,5,487,3.4,4,7,1,NA,Yes,42,Poor,High
LOC0600,Visakhapatnam Collectorate Office,Government Office,Visakhapatnam,Andhra Pradesh,17.816769,83.363283,No,No,Yes,No,Yes,No,No,Yes,Average,Good,Low,Yes,Yes,Yes,Low,19,2713,3.3,5,15,1,NA,Partial,50.6,Poor,High
LOC0601,Nashik Public Garden,Park,Nashik,Maharashtra,19.979207,73.702911,Yes,No,No,Yes,No,Yes,No,No,Poor,Poor,High,No,Yes,No,High,17,1590,2.6,3,8,1,NA,Partial,44.2,Poor,High
LOC0602,Udaipur Shopping Mall,Mall,Udaipur,Rajasthan,24.664168,73.757934,No,Yes,No,No,No,Yes,No,Yes,Good,Average,Medium,No,Yes,Yes,Low,15,14403,2.9,1,1,6,Average,Yes,72.8,Average,Medium
LOC0603,Kolkata City Hospital,Hospital,Kolkata,West Bengal,22.661191,88.33194,Yes,No,No,No,Yes,Yes,No,Yes,Average,Poor,Medium,Yes,Yes,Yes,Medium,20,3937,4.1,0,23,7,NA,Yes,63.8,Average,Medium
LOC0604,Nashik Collectorate Office,Government Office,Nashik,Maharashtra,20.032205,73.704485,No,Yes,No,Yes,No,No,Yes,No,Average,Good,Low,Yes,Yes,Yes,Medium,39,3819,2.5,2,2,2,Poor,Partial,54.6,Poor,High
LOC0605,Bengaluru Institute of Technology,College,Bengaluru,Karnataka,12.953286,77.71266,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Average,Average,Medium,Yes,Yes,Yes,High,39,3752,3.7,2,23,3,Good,Yes,85,Good,Medium
LOC0606,Nagpur Lake View Point,Tourist Attraction,Nagpur,Maharashtra,21.179835,79.11692,Yes,No,Yes,No,No,Yes,No,No,Average,Good,Low,No,No,Yes,High,24,2481,3.4,3,6,1,NA,Yes,54.9,Poor,High
LOC0607,Jaipur District Office,Government Office,Jaipur,Rajasthan,26.967537,75.730993,Yes,No,Yes,Yes,Yes,Yes,No,No,Good,Good,Medium,No,Yes,No,High,38,3551,3.9,2,10,2,NA,Partial,81.6,Good,Medium
LOC0608,Thane Degree College,College,Thane,Maharashtra,19.207748,72.998297,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Good,Poor,Medium,Yes,Yes,Yes,Low,38,2363,2.8,2,19,3,Poor,Yes,83,Good,Low
LOC0609,Pune Central Station,Railway Station,Pune,Maharashtra,18.376856,73.936339,No,Yes,No,Yes,Yes,No,Yes,Yes,Poor,Poor,High,No,Yes,Yes,Medium,26,6696,2.2,3,18,3,Average,Partial,54.5,Poor,Medium
LOC0610,Nagpur City Bus Stop,Bus Stop,Nagpur,Maharashtra,21.007757,79.14758,No,Yes,Yes,No,Yes,No,No,No,Average,Average,Low,Yes,Yes,No,Low,3,465,2.3,3,19,1,Good,Yes,55.6,Average,Medium
LOC0611,Visakhapatnam Bus Stand,Bus Stop,Visakhapatnam,Andhra Pradesh,17.611485,83.074475,No,Yes,No,No,No,No,No,No,Average,Average,Medium,No,Yes,No,High,6,1343,2.8,8,2,1,Poor,No,27.7,Poor,High
LOC0612,Visakhapatnam Tehsil Office,Government Office,Visakhapatnam,Andhra Pradesh,17.558016,83.219587,Yes,Yes,Yes,No,Yes,No,Yes,No,Average,Good,High,Yes,Yes,No,Medium,27,514,3.6,3,23,2,Poor,Yes,82.9,Good,Low
LOC0613,Kochi Health Centre,Hospital,Kochi,Kerala,9.812192,76.197384,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Good,Good,High,Yes,No,No,High,7,3495,3.8,6,16,6,Average,Yes,97.2,Excellent,Medium
LOC0614,Pune City Hospital,Hospital,Pune,Maharashtra,18.585723,73.916779,No,Yes,No,No,Yes,Yes,Yes,Yes,Good,Average,High,Yes,No,No,High,34,1535,3.5,3,1,3,Average,Partial,78.9,Good,Low
LOC0615,Visakhapatnam Railway Station,Railway Station,Visakhapatnam,Andhra Pradesh,17.628082,83.115607,Yes,Yes,Yes,No,No,Yes,No,Yes,Good,Poor,Medium,Yes,Yes,No,High,36,15074,3.4,5,7,2,Average,Yes,74.2,Average,Medium
LOC0616,Mysuru Public Garden,Park,Mysuru,Karnataka,12.224565,76.703477,No,No,No,Yes,No,No,No,No,Average,Good,Medium,Yes,No,Yes,Medium,11,1327,2.9,2,2,1,NA,Yes,54.8,Poor,Medium
